6.090158975089579	0.014827745414633284	116	98
3.9535466069381062	0.015157025577397069	87	79
4.872820288143678	0.014308019750953613	96	86
9.108111097964624	0.013561981188760038	97	102
5.6254121092296785	0.01481345255846082	89	87
4.266103307491163	0.015708029169150227	94	72
0.6718382751311512	0.015770313073255018	101	85
4.467538329569579	0.014275686797828379	100	86
7.293745576565476	0.013680378043930451	109	85
5.296868563569122	0.013778822084750035	92	100
5.554768052643921	0.014570285138175114	90	82
4.757374648258881	0.015373406345829526	106	92
1.8932734754871399	0.013931023792966077	90	87
3.3217620546432145	0.015540089233590357	116	90
7.678038709039351	0.014491344478578737	97	87
4.477910171910875	0.014251706391642317	108	88
3.645927624157927	0.014912702740213928	103	91
3.888346885180515	0.015008087089985082	101	95
5.462403258510495	0.013845600422637445	90	99
5.6180773888979045	0.01421184556497107	109	93
